type,plate_x,plate_z,player_name
B,-1.1,3.28,"Verlander, Justin"
X,0.39,2.91,"Verlander, Justin"
S,0.59,3.71,"Verlander, Justin"
S,-0.71,2.86,"Verlander, Justin"
B,0.97,3.49,"Verlander, Justin"
S,0.47,3.6,"Verlander, Justin"
S,0.1,3.95,"Verlander, Justin"
S,0.24,3.45,"Verlander, Justin"
S,1.95,1.64,"Verlander, Justin"
S,0.97,2.65,"Verlander, Justin"
B,1.15,0.18,"Verlander, Justin"
S,0.51,4.14,"Verlander, Justin"
S,0.5,2.24,"Verlander, Justin"
X,-0.03,2.39,"Verlander, Justin"
S,0.25,1.9,"Verlander, Justin"
X,-0.36,3.12,"Verlander, Justin"
S,0.33,2.01,"Verlander, Justin"
B,1.25,2.46,"Verlander, Justin"
B,-1.06,3.52,"Verlander, Justin"
B,-0.53,3.96,"Verlander, Justin"
B,1.84,1.99,"Verlander, Justin"
S,0.34,3.23,"Verlander, Justin"
B,-1.38,3.07,"Verlander, Justin"
B,0.54,4.23,"Verlander, Justin"
S,-0.37,2.86,"Verlander, Justin"
X,0.0,1.7,"Verlander, Justin"
S,-0.16,2.33,"Verlander, Justin"
S,-0.39,2.66,"Verlander, Justin"
B,0.16,3.72,"Verlander, Justin"
X,-1.04,2.39,"Verlander, Justin"
B,-0.63,1.68,"Verlander, Justin"
X,0.22,3.22,"Verlander, Justin"
B,1.3,2.81,"Verlander, Justin"
S,-0.97,3.79,"Verlander, Justin"
S,-0.14,1.64,"Verlander, Justin"
B,0.12,0.63,"Verlander, Justin"
S,0.28,3.41,"Verlander, Justin"
X,-0.91,2.76,"Verlander, Justin"
B,-0.94,4.38,"Verlander, Justin"
S,-0.09,2.66,"Verlander, Justin"
S,-0.01,2.89,"Verlander, Justin"
B,0.9,2.05,"Verlander, Justin"
X,0.55,2.78,"Verlander, Justin"
B,-1.24,3.85,"Verlander, Justin"
X,0.72,1.93,"Verlander, Justin"
S,0.93,2.24,"Verlander, Justin"
S,0.61,2.72,"Verlander, Justin"
S,0.5,2.76,"Verlander, Justin"
S,0.05,3.13,"Verlander, Justin"
S,0.26,3.17,"Verlander, Justin"
B,1.78,0.45,"Verlander, Justin"
S,0.26,2.22,"Verlander, Justin"
S,0.61,3.44,"Verlander, Justin"
B,-1.66,2.8,"Verlander, Justin"
X,-0.13,3.35,"Verlander, Justin"
S,1.06,1.48,"Verlander, Justin"
B,0.87,3.45,"Verlander, Justin"
S,-0.53,1.86,"Verlander, Justin"
B,-0.13,3.67,"Verlander, Justin"
S,0.36,1.9,"Verlander, Justin"
B,-1.61,2.3,"Verlander, Justin"
X,0.21,2.53,"Verlander, Justin"
B,-1.3,1.95,"Verlander, Justin"
X,-0.56,2.92,"Verlander, Justin"
S,-0.06,2.79,"Verlander, Justin"
X,0.03,2.18,"Verlander, Justin"
X,0.42,2.21,"Verlander, Justin"
S,-0.41,2.23,"Verlander, Justin"
B,1.3,-0.76,"Verlander, Justin"
B,1.17,1.69,"Verlander, Justin"
S,0.05,1.63,"Verlander, Justin"
S,-0.94,1.98,"Verlander, Justin"
B,1.77,1.8,"Verlander, Justin"
B,1.18,2.31,"Verlander, Justin"
B,-0.53,3.6,"Verlander, Justin"
X,0.79,3.09,"Verlander, Justin"
S,0.05,1.54,"Verlander, Justin"
S,-0.13,3.77,"Verlander, Justin"
S,-0.92,1.8,"Verlander, Justin"
S,0.2,3.09,"Verlander, Justin"
S,-1.1,3.18,"Verlander, Justin"
S,-0.59,2.42,"Verlander, Justin"
S,-0.42,3.29,"Verlander, Justin"
S,0.28,2.57,"Verlander, Justin"
S,0.02,1.74,"Verlander, Justin"
B,-0.72,3.4,"Verlander, Justin"
S,-0.43,1.91,"Verlander, Justin"
B,1.39,2.27,"Verlander, Justin"
S,-0.12,2.44,"Verlander, Justin"
B,0.31,3.61,"Verlander, Justin"
B,1.11,2.6,"Verlander, Justin"
B,0.7,4.03,"Verlander, Justin"
X,-0.71,1.89,"Verlander, Justin"
S,0.41,2.34,"Verlander, Justin"
S,0.44,2.14,"Verlander, Justin"
X,0.57,1.33,"Verlander, Justin"
B,1.31,1.73,"Verlander, Justin"
S,0.07,3.31,"Verlander, Justin"
B,-1.02,2.56,"Verlander, Justin"
S,0.01,2.35,"Verlander, Justin"
X,-0.15,2.77,"Verlander, Justin"
X,-0.04,2.31,"Verlander, Justin"
S,-1.06,3.24,"Verlander, Justin"
S,1.56,1.83,"Verlander, Justin"
B,1.75,0.48,"Verlander, Justin"
S,-0.79,1.83,"Verlander, Justin"
B,1.11,2.3,"Verlander, Justin"
S,-0.18,3.36,"Verlander, Justin"
X,0.77,2.28,"Verlander, Justin"
S,1.23,1.87,"Verlander, Justin"
S,-0.11,3.34,"Verlander, Justin"
S,-0.73,2.98,"Verlander, Justin"
B,1.32,2.82,"Verlander, Justin"
B,-1.13,3.0,"Verlander, Justin"
S,-0.56,2.75,"Verlander, Justin"
B,-0.57,3.82,"Verlander, Justin"
S,-0.66,2.29,"Verlander, Justin"
B,-0.83,3.12,"Verlander, Justin"
B,-1.77,3.42,"Verlander, Justin"
B,-1.06,3.97,"Verlander, Justin"
B,1.36,1.91,"Verlander, Justin"
S,0.71,3.07,"Verlander, Justin"
X,0.66,2.17,"Verlander, Justin"
S,0.59,3.32,"Verlander, Justin"
S,0.27,2.7,"Verlander, Justin"
S,-0.09,2.74,"Verlander, Justin"
S,0.29,2.27,"Verlander, Justin"
B,1.15,1.58,"Verlander, Justin"
X,0.94,1.66,"Verlander, Justin"
S,0.18,1.6,"Verlander, Justin"
S,0.16,3.64,"Verlander, Justin"
S,0.83,1.07,"Verlander, Justin"
B,-1.29,3.72,"Verlander, Justin"
S,0.37,2.32,"Verlander, Justin"
B,1.08,0.51,"Verlander, Justin"
B,0.29,0.05,"Verlander, Justin"
S,0.7,2.42,"Verlander, Justin"
B,0.0,3.93,"Verlander, Justin"
B,-0.58,4.52,"Verlander, Justin"
S,0.26,2.81,"Verlander, Justin"
S,-0.26,3.37,"Verlander, Justin"
B,-0.17,3.74,"Verlander, Justin"
B,0.98,3.93,"Verlander, Justin"
B,1.08,2.82,"Verlander, Justin"
B,0.59,0.11,"Verlander, Justin"
S,0.88,2.58,"Verlander, Justin"
S,0.54,2.43,"Verlander, Justin"
S,1.09,2.81,"Verlander, Justin"
B,0.29,-0.07,"Verlander, Justin"
S,1.03,2.87,"Verlander, Justin"
S,-0.54,2.3,"Verlander, Justin"
S,-0.14,1.54,"Verlander, Justin"
B,-1.1,2.68,"Verlander, Justin"
S,-0.04,0.76,"Verlander, Justin"
B,0.61,1.19,"Verlander, Justin"
S,-0.09,2.67,"Verlander, Justin"
S,-0.99,2.07,"Verlander, Justin"
X,-0.34,1.6,"Verlander, Justin"
B,-0.94,1.56,"Verlander, Justin"
X,0.23,2.82,"Verlander, Justin"
B,1.5,1.03,"Verlander, Justin"
S,0.24,2.01,"Verlander, Justin"
X,0.72,1.6,"Verlander, Justin"
S,-0.1,2.67,"Verlander, Justin"
X,-0.46,1.76,"Verlander, Justin"
B,-2.17,2.36,"Verlander, Justin"
S,-0.91,2.34,"Verlander, Justin"
X,0.4,2.53,"Verlander, Justin"
S,-0.45,2.3,"Verlander, Justin"
B,-1.31,3.05,"Verlander, Justin"
B,-1.76,3.21,"Verlander, Justin"
B,0.07,0.85,"Verlander, Justin"
B,1.34,3.04,"Verlander, Justin"
S,-0.27,2.04,"Verlander, Justin"
S,0.03,2.87,"Verlander, Justin"
B,0.54,4.18,"Verlander, Justin"
B,1.04,1.52,"Verlander, Justin"
S,0.78,3.16,"Verlander, Justin"
B,2.42,1.62,"Verlander, Justin"
S,0.53,3.34,"Verlander, Justin"
S,0.02,3.43,"Verlander, Justin"
X,-0.28,1.91,"Verlander, Justin"
S,-1.05,2.11,"Verlander, Justin"
B,-0.78,0.94,"Verlander, Justin"
X,-0.06,2.62,"Verlander, Justin"
X,-0.82,2.67,"Verlander, Justin"
S,0.67,2.6,"Verlander, Justin"
S,-0.59,2.56,"Verlander, Justin"
S,-0.46,2.64,"Verlander, Justin"
S,-0.92,2.71,"Verlander, Justin"
B,-1.07,2.95,"Verlander, Justin"
B,0.57,1.39,"Verlander, Justin"
B,0.38,0.28,"Verlander, Justin"
X,-0.43,2.67,"Verlander, Justin"
S,0.51,1.74,"Verlander, Justin"
X,1.25,2.3,"Verlander, Justin"
S,0.68,2.84,"Verlander, Justin"
S,0.14,0.41,"Verlander, Justin"
S,-0.31,1.3,"Verlander, Justin"
S,0.99,2.16,"Verlander, Justin"
X,1.13,1.25,"Verlander, Justin"
B,-0.74,1.37,"Verlander, Justin"
S,0.3,1.5,"Verlander, Justin"
X,0.33,2.18,"Verlander, Justin"
S,-0.31,3.14,"Verlander, Justin"
X,0.04,1.96,"Verlander, Justin"
S,0.24,2.44,"Verlander, Justin"
B,-0.77,4.31,"Verlander, Justin"
B,-0.84,3.23,"Verlander, Justin"
S,0.85,1.9,"Verlander, Justin"
X,-0.08,3.09,"Verlander, Justin"
B,1.4,1.31,"Verlander, Justin"
S,0.12,1.67,"Verlander, Justin"
S,0.98,2.01,"Verlander, Justin"
B,0.88,1.45,"Verlander, Justin"
X,0.19,2.27,"Verlander, Justin"
S,-0.17,1.59,"Verlander, Justin"
X,-0.37,2.79,"Verlander, Justin"
B,0.67,3.86,"Verlander, Justin"
X,0.32,3.3,"Verlander, Justin"
S,0.79,2.08,"Verlander, Justin"
B,1.04,3.69,"Verlander, Justin"
B,1.32,1.22,"Verlander, Justin"
X,0.07,1.11,"Verlander, Justin"
X,1.18,1.73,"Verlander, Justin"
S,-1.06,2.31,"Verlander, Justin"
S,0.68,3.1,"Verlander, Justin"
S,-0.82,3.31,"Verlander, Justin"
S,-0.28,3.13,"Verlander, Justin"
B,-0.85,4.16,"Verlander, Justin"
S,-0.43,3.3,"Verlander, Justin"
S,0.28,3.28,"Verlander, Justin"
S,0.78,1.51,"Verlander, Justin"
S,0.18,3.22,"Verlander, Justin"
S,0.5,1.14,"Verlander, Justin"
B,-1.32,2.78,"Verlander, Justin"
X,1.14,2.48,"Verlander, Justin"
B,-0.84,3.11,"Verlander, Justin"
S,0.09,2.94,"Verlander, Justin"
S,0.28,2.96,"Verlander, Justin"
B,-0.55,3.8,"Verlander, Justin"
B,-1.01,1.83,"Verlander, Justin"
S,0.1,1.42,"Verlander, Justin"
X,0.3,2.18,"Verlander, Justin"
S,0.07,2.14,"Verlander, Justin"
B,0.29,1.28,"Verlander, Justin"
X,1.03,2.71,"Verlander, Justin"
B,1.67,1.18,"Verlander, Justin"
B,1.41,-0.28,"Verlander, Justin"
S,0.22,2.31,"Verlander, Justin"
B,1.77,3.32,"Verlander, Justin"
S,0.72,2.46,"Verlander, Justin"
B,-0.26,3.97,"Verlander, Justin"
B,1.37,4.2,"Verlander, Justin"
B,0.73,4.07,"Verlander, Justin"
S,-0.66,1.04,"Verlander, Justin"
B,1.82,2.78,"Verlander, Justin"
B,0.8,3.9,"Verlander, Justin"
S,0.16,3.23,"Verlander, Justin"
B,1.23,2.95,"Verlander, Justin"
B,-0.17,3.84,"Verlander, Justin"
S,0.02,2.69,"Verlander, Justin"
B,1.08,2.54,"Verlander, Justin"
S,-0.45,3.68,"Verlander, Justin"
S,-0.15,3.19,"Verlander, Justin"
B,1.18,2.97,"Verlander, Justin"
S,0.19,1.32,"Verlander, Justin"
B,0.01,0.92,"Verlander, Justin"
S,1.31,0.76,"Verlander, Justin"
B,-1.3,2.41,"Verlander, Justin"
S,0.82,2.49,"Verlander, Justin"
S,1.07,2.25,"Verlander, Justin"
B,1.12,2.57,"Verlander, Justin"
B,0.95,0.93,"Verlander, Justin"
S,0.61,2.09,"Verlander, Justin"
X,0.23,3.59,"Verlander, Justin"
S,-0.14,2.34,"Verlander, Justin"
S,0.26,3.07,"Verlander, Justin"
X,0.18,2.22,"Verlander, Justin"
S,0.26,2.96,"Verlander, Justin"
B,1.35,-0.18,"Verlander, Justin"
B,1.8,0.08,"Verlander, Justin"
S,0.13,2.04,"Verlander, Justin"
X,0.64,1.82,"Verlander, Justin"
B,0.7,3.37,"Verlander, Justin"
S,0.34,2.44,"Verlander, Justin"
B,1.79,0.38,"Verlander, Justin"
S,0.53,2.6,"Verlander, Justin"
S,-0.66,1.8,"Verlander, Justin"
X,1.08,1.86,"Verlander, Justin"
B,1.3,3.08,"Verlander, Justin"
S,0.91,1.7,"Verlander, Justin"
S,-0.34,1.98,"Verlander, Justin"
B,2.0,2.66,"Verlander, Justin"
S,-0.1,2.29,"Verlander, Justin"
X,0.08,2.43,"Verlander, Justin"
S,0.8,3.22,"Verlander, Justin"
X,0.4,3.07,"Verlander, Justin"
B,1.23,3.82,"Verlander, Justin"
S,-0.17,2.17,"Verlander, Justin"
B,0.48,3.61,"Verlander, Justin"
B,1.26,2.52,"Verlander, Justin"
S,-0.34,3.06,"Verlander, Justin"
B,-1.29,3.05,"Verlander, Justin"
S,0.24,1.81,"Verlander, Justin"
B,-0.42,3.65,"Verlander, Justin"
B,-1.44,2.3,"Verlander, Justin"
X,-0.49,3.62,"Verlander, Justin"
X,0.6,1.82,"Verlander, Justin"
S,0.44,3.09,"Verlander, Justin"
S,-0.57,2.18,"Verlander, Justin"
S,0.25,1.92,"Verlander, Justin"
B,0.24,1.26,"Verlander, Justin"
B,0.91,1.38,"Verlander, Justin"
B,1.16,1.53,"Verlander, Justin"
B,-1.3,2.75,"Verlander, Justin"
B,-1.18,2.91,"Verlander, Justin"
B,-1.51,1.21,"Verlander, Justin"
B,-1.58,1.73,"Verlander, Justin"
X,0.04,2.2,"Verlander, Justin"
X,0.44,2.13,"Verlander, Justin"
B,-1.18,3.41,"Verlander, Justin"
B,-1.49,3.86,"Verlander, Justin"
S,-1.03,2.45,"Verlander, Justin"
S,0.37,1.79,"Verlander, Justin"
B,0.58,0.63,"Verlander, Justin"
S,-0.16,2.05,"Verlander, Justin"
S,0.93,1.54,"Verlander, Justin"
B,-1.78,3.21,"Verlander, Justin"
X,-0.46,2.59,"Verlander, Justin"
B,-0.14,3.45,"Verlander, Justin"
X,-0.48,2.5,"Verlander, Justin"
S,-0.16,2.07,"Verlander, Justin"
B,-0.55,3.82,"Verlander, Justin"
B,-0.77,3.66,"Verlander, Justin"
X,0.26,1.97,"Verlander, Justin"
B,1.36,2.71,"Verlander, Justin"
S,0.46,2.46,"Verlander, Justin"
X,-0.73,1.9,"Verlander, Justin"
S,-0.33,2.05,"Verlander, Justin"
X,-0.28,4.0,"Verlander, Justin"
S,-0.3,2.4,"Verlander, Justin"
S,1.17,3.1,"Verlander, Justin"
S,1.12,2.9,"Verlander, Justin"
S,-0.39,2.7,"Verlander, Justin"
S,-0.35,1.47,"Verlander, Justin"
S,0.61,2.59,"Verlander, Justin"
B,2.02,0.47,"Verlander, Justin"
B,1.63,1.25,"Verlander, Justin"
B,2.61,0.73,"Verlander, Justin"
S,0.42,2.7,"Verlander, Justin"
S,-0.35,1.76,"Verlander, Justin"
B,0.36,1.71,"Verlander, Justin"
S,-0.04,2.89,"Verlander, Justin"
B,-1.22,3.05,"Verlander, Justin"
X,-0.04,3.19,"Verlander, Justin"
S,0.45,2.21,"Verlander, Justin"
B,1.09,3.09,"Verlander, Justin"
B,0.56,3.71,"Verlander, Justin"
S,0.74,2.47,"Verlander, Justin"
S,-0.03,3.87,"Verlander, Justin"
S,-0.98,2.28,"Verlander, Justin"
S,0.36,2.36,"Verlander, Justin"
B,-1.37,2.71,"Verlander, Justin"
B,0.55,3.91,"Verlander, Justin"
B,-0.91,2.08,"Verlander, Justin"
S,0.38,3.68,"Verlander, Justin"
S,-0.31,3.08,"Verlander, Justin"
B,-0.44,3.92,"Verlander, Justin"
B,-0.57,4.17,"Verlander, Justin"
S,-0.58,3.25,"Verlander, Justin"
S,1.37,2.32,"Verlander, Justin"
B,2.1,0.35,"Verlander, Justin"
S,0.82,3.19,"Verlander, Justin"
S,-0.18,2.78,"Verlander, Justin"
S,-0.6,3.03,"Verlander, Justin"
B,0.99,2.81,"Verlander, Justin"
B,-1.49,3.7,"Verlander, Justin"
B,-1.42,2.27,"Verlander, Justin"
B,-1.63,2.05,"Verlander, Justin"
B,0.01,1.76,"Verlander, Justin"
X,0.53,2.22,"Verlander, Justin"
B,1.06,2.33,"Verlander, Justin"
X,-0.57,2.36,"Verlander, Justin"
B,0.57,1.25,"Verlander, Justin"
S,-0.09,3.29,"Verlander, Justin"
X,-0.73,2.66,"Verlander, Justin"
B,0.05,4.76,"Verlander, Justin"
S,-0.28,2.3,"Verlander, Justin"
X,-0.65,2.4,"Verlander, Justin"
S,-0.41,2.61,"Verlander, Justin"
B,-0.3,0.63,"Verlander, Justin"
B,-1.02,0.56,"Verlander, Justin"
S,0.44,2.67,"Verlander, Justin"
S,0.15,2.5,"Verlander, Justin"
B,1.46,0.82,"Verlander, Justin"
S,0.65,2.4,"Verlander, Justin"
B,-1.7,3.65,"Verlander, Justin"
S,0.46,1.68,"Verlander, Justin"
S,-0.2,2.89,"Verlander, Justin"
S,0.57,2.4,"Verlander, Justin"
B,1.65,2.25,"Verlander, Justin"
X,0.83,2.36,"Verlander, Justin"
B,1.33,2.3,"Verlander, Justin"
S,-0.74,3.29,"Verlander, Justin"
S,-0.88,3.01,"Verlander, Justin"
B,-1.12,1.8,"Verlander, Justin"
X,1.04,2.62,"Verlander, Justin"
B,1.65,2.82,"Verlander, Justin"
S,0.79,2.63,"Verlander, Justin"
X,0.45,3.22,"Verlander, Justin"
B,0.99,1.22,"Verlander, Justin"
S,0.52,3.92,"Verlander, Justin"
S,0.99,1.63,"Verlander, Justin"
B,0.65,4.15,"Verlander, Justin"
S,0.12,3.25,"Verlander, Justin"
S,0.55,2.71,"Verlander, Justin"
X,0.48,4.02,"Verlander, Justin"
S,0.15,3.86,"Verlander, Justin"
B,0.64,3.73,"Verlander, Justin"
B,1.3,3.42,"Verlander, Justin"
S,0.12,3.87,"Verlander, Justin"
S,0.06,2.7,"Verlander, Justin"
S,-0.19,2.92,"Verlander, Justin"
X,0.74,2.66,"Verlander, Justin"
X,-0.07,2.57,"Verlander, Justin"
B,0.43,1.48,"Verlander, Justin"
S,0.84,2.6,"Verlander, Justin"
X,-0.82,2.79,"Verlander, Justin"
S,-0.32,2.74,"Verlander, Justin"
S,-0.56,2.32,"Verlander, Justin"
S,1.31,2.29,"Verlander, Justin"
S,0.37,3.36,"Verlander, Justin"
S,0.7,2.21,"Verlander, Justin"
B,0.48,1.1,"Verlander, Justin"
S,0.85,2.58,"Verlander, Justin"
S,0.53,2.89,"Verlander, Justin"
S,0.09,1.47,"Verlander, Justin"
S,0.28,3.18,"Verlander, Justin"
B,0.19,1.17,"Verlander, Justin"
S,-0.18,2.15,"Verlander, Justin"
B,1.03,2.28,"Verlander, Justin"
S,0.11,3.14,"Verlander, Justin"
X,0.25,2.47,"Verlander, Justin"
X,-0.11,2.73,"Verlander, Justin"
X,-0.53,2.27,"Verlander, Justin"
B,1.85,1.69,"Verlander, Justin"
S,0.05,2.26,"Verlander, Justin"
B,-0.95,3.48,"Verlander, Justin"
X,-0.23,2.74,"Verlander, Justin"
B,1.24,2.5,"Verlander, Justin"
X,0.02,3.46,"Verlander, Justin"
S,0.41,2.37,"Verlander, Justin"
B,0.17,1.75,"Verlander, Justin"
S,0.18,3.52,"Verlander, Justin"
B,0.88,0.54,"Verlander, Justin"
S,0.3,2.17,"Verlander, Justin"
B,1.03,1.46,"Verlander, Justin"
B,0.85,1.77,"Verlander, Justin"
B,0.96,2.67,"Verlander, Justin"
S,-0.57,3.55,"Verlander, Justin"
B,-0.35,3.65,"Verlander, Justin"
B,0.52,1.91,"Verlander, Justin"
X,0.12,2.03,"Verlander, Justin"
S,0.55,2.74,"Verlander, Justin"
S,-0.18,2.93,"Verlander, Justin"
B,0.66,3.98,"Verlander, Justin"
S,-0.92,3.42,"Verlander, Justin"
B,1.03,2.06,"Verlander, Justin"
S,-0.61,3.08,"Verlander, Justin"
B,-0.51,1.39,"Verlander, Justin"
B,0.49,3.78,"Verlander, Justin"
S,0.18,2.98,"Verlander, Justin"
B,0.67,3.54,"Verlander, Justin"
S,0.88,2.25,"Verlander, Justin"
S,-0.03,3.17,"Verlander, Justin"
B,1.21,1.42,"Verlander, Justin"
X,-0.55,2.96,"Verlander, Justin"
S,-0.21,3.25,"Verlander, Justin"
S,1.56,2.61,"Verlander, Justin"
B,1.07,0.94,"Verlander, Justin"
S,-0.05,3.8,"Verlander, Justin"
S,0.63,3.39,"Verlander, Justin"
S,0.28,2.88,"Verlander, Justin"
S,0.33,3.21,"Verlander, Justin"
B,1.48,3.16,"Verlander, Justin"
S,0.65,2.63,"Verlander, Justin"
X,1.18,2.96,"Verlander, Justin"
B,0.13,1.05,"Verlander, Justin"
S,0.66,3.19,"Verlander, Justin"
S,-0.28,2.44,"Verlander, Justin"
X,0.26,3.34,"Verlander, Justin"
B,1.41,2.15,"Verlander, Justin"
S,1.05,1.33,"Verlander, Justin"
B,-0.73,2.19,"Verlander, Justin"
S,0.39,2.69,"Verlander, Justin"
S,1.24,1.11,"Verlander, Justin"
S,0.39,3.51,"Verlander, Justin"
S,0.46,2.54,"Verlander, Justin"
B,-1.43,2.69,"Verlander, Justin"
B,1.65,0.95,"Verlander, Justin"
S,0.48,3.23,"Verlander, Justin"
B,-1.73,2.03,"Verlander, Justin"
S,-0.51,3.13,"Verlander, Justin"
S,-0.97,3.11,"Verlander, Justin"
S,-0.79,2.18,"Verlander, Justin"
S,0.09,3.3,"Verlander, Justin"
B,0.26,3.43,"Verlander, Justin"
B,-0.44,3.91,"Verlander, Justin"
S,0.81,2.49,"Verlander, Justin"
S,-0.01,1.61,"Verlander, Justin"
X,-0.35,3.03,"Verlander, Justin"
X,0.63,2.94,"Verlander, Justin"
B,-1.07,2.68,"Verlander, Justin"
S,0.46,2.58,"Verlander, Justin"
S,0.39,1.94,"Verlander, Justin"
S,-0.2,2.73,"Verlander, Justin"
B,0.22,1.39,"Verlander, Justin"
B,0.47,4.51,"Verlander, Justin"
S,-0.15,2.93,"Verlander, Justin"
B,1.17,1.03,"Verlander, Justin"
B,0.31,1.25,"Verlander, Justin"
S,0.41,3.17,"Verlander, Justin"
B,1.17,0.5,"Verlander, Justin"
B,0.17,1.69,"Verlander, Justin"
B,1.47,0.72,"Verlander, Justin"
S,0.07,2.1,"Verlander, Justin"
B,-1.31,2.22,"Verlander, Justin"
B,-0.11,4.39,"Verlander, Justin"
B,-1.3,3.21,"Verlander, Justin"
B,0.16,4.47,"Verlander, Justin"
S,-0.68,2.02,"Verlander, Justin"
X,0.53,2.66,"Verlander, Justin"
S,1.42,2.14,"Verlander, Justin"
S,0.61,1.61,"Verlander, Justin"
S,-0.7,2.74,"Verlander, Justin"
S,0.35,1.94,"Verlander, Justin"
X,-0.1,2.29,"Verlander, Justin"
S,0.65,2.38,"Verlander, Justin"
B,-0.91,3.82,"Verlander, Justin"
S,-0.06,2.47,"Verlander, Justin"
B,1.43,2.24,"Verlander, Justin"
S,-1.08,1.9,"Verlander, Justin"
S,0.36,1.55,"Verlander, Justin"
S,0.66,1.79,"Verlander, Justin"
B,0.0,1.59,"Verlander, Justin"
S,-0.28,1.85,"Verlander, Justin"
X,0.12,2.05,"Verlander, Justin"
B,1.27,1.1,"Verlander, Justin"
B,-0.48,1.58,"Verlander, Justin"
S,0.58,2.71,"Verlander, Justin"
S,-0.05,2.76,"Verlander, Justin"
B,1.32,0.92,"Verlander, Justin"
B,0.18,3.7,"Verlander, Justin"
B,1.25,3.19,"Verlander, Justin"
B,-2.06,3.27,"Verlander, Justin"
S,0.73,3.24,"Verlander, Justin"
S,-0.58,2.98,"Verlander, Justin"
B,-0.51,3.62,"Verlander, Justin"
X,0.55,2.51,"Verlander, Justin"
S,0.65,2.77,"Verlander, Justin"
B,1.66,1.14,"Verlander, Justin"
S,0.91,2.82,"Verlander, Justin"
S,0.39,2.13,"Verlander, Justin"
S,0.99,2.79,"Verlander, Justin"
S,0.19,3.29,"Verlander, Justin"
B,1.23,2.69,"Verlander, Justin"
B,1.49,4.09,"Verlander, Justin"
S,0.41,2.76,"Verlander, Justin"
X,-0.11,2.07,"Verlander, Justin"
X,0.37,2.49,"Verlander, Justin"
S,0.77,2.73,"Verlander, Justin"
S,0.0,1.7,"Verlander, Justin"
S,0.25,2.24,"Verlander, Justin"
B,0.87,1.77,"Verlander, Justin"
B,1.17,0.63,"Verlander, Justin"
B,1.27,2.19,"Verlander, Justin"
X,0.47,1.48,"Verlander, Justin"
B,2.09,0.1,"Verlander, Justin"
S,-0.08,2.03,"Verlander, Justin"
S,-1.19,2.46,"Verlander, Justin"
X,-1.07,3.12,"Verlander, Justin"
S,-0.16,2.69,"Verlander, Justin"
S,0.14,2.23,"Verlander, Justin"
B,0.93,0.68,"Verlander, Justin"
S,0.84,3.06,"Verlander, Justin"
S,-0.45,3.42,"Verlander, Justin"
S,0.13,3.42,"Verlander, Justin"
B,1.7,0.61,"Verlander, Justin"
B,1.41,1.88,"Verlander, Justin"
B,1.73,1.91,"Verlander, Justin"
S,0.64,1.35,"Verlander, Justin"
S,-0.98,2.15,"Verlander, Justin"
X,1.19,3.37,"Verlander, Justin"
S,1.37,2.49,"Verlander, Justin"
S,1.12,2.9,"Verlander, Justin"
B,-0.73,4.19,"Verlander, Justin"
S,0.6,2.68,"Verlander, Justin"
S,-0.47,1.9,"Verlander, Justin"
B,-1.46,2.14,"Verlander, Justin"
S,1.39,2.27,"Verlander, Justin"
B,-2.21,3.44,"Verlander, Justin"
X,-0.18,3.16,"Verlander, Justin"
S,0.11,3.08,"Verlander, Justin"
B,-0.49,4.98,"Verlander, Justin"
B,0.33,0.89,"Verlander, Justin"
S,0.56,1.94,"Verlander, Justin"
B,1.16,2.57,"Verlander, Justin"
B,1.36,2.16,"Verlander, Justin"
X,-0.9,1.87,"Verlander, Justin"
S,-0.56,2.87,"Verlander, Justin"
S,-0.74,1.84,"Verlander, Justin"
X,-0.15,1.83,"Verlander, Justin"
B,0.55,1.61,"Verlander, Justin"
S,-0.23,3.25,"Verlander, Justin"
B,-1.59,1.6,"Verlander, Justin"
B,1.72,1.1,"Verlander, Justin"
S,0.99,2.35,"Verlander, Justin"
S,0.15,3.82,"Verlander, Justin"
X,-0.64,2.86,"Verlander, Justin"
S,0.39,2.06,"Verlander, Justin"
X,-0.59,1.96,"Verlander, Justin"
S,0.82,1.7,"Verlander, Justin"
S,-0.01,1.69,"Verlander, Justin"
S,1.51,1.29,"Verlander, Justin"
S,-0.14,2.41,"Verlander, Justin"
B,-1.33,1.58,"Verlander, Justin"
X,0.27,2.98,"Verlander, Justin"
B,-0.13,4.3,"Verlander, Justin"
S,1.47,1.28,"Verlander, Justin"
S,0.17,1.81,"Verlander, Justin"
B,1.18,3.17,"Verlander, Justin"
S,0.23,2.99,"Verlander, Justin"
X,-0.03,2.21,"Verlander, Justin"
S,-0.42,3.12,"Verlander, Justin"
S,1.23,1.59,"Verlander, Justin"
S,0.49,3.48,"Verlander, Justin"
S,-0.68,2.02,"Verlander, Justin"
B,-1.77,3.33,"Verlander, Justin"
S,1.35,1.45,"Verlander, Justin"
B,1.68,2.18,"Verlander, Justin"
S,1.21,2.03,"Verlander, Justin"
X,-0.5,1.96,"Verlander, Justin"
S,0.16,1.52,"Verlander, Justin"
S,0.61,2.91,"Verlander, Justin"
S,-0.64,2.62,"Verlander, Justin"
B,1.83,1.76,"Verlander, Justin"
S,-0.93,2.26,"Verlander, Justin"
B,-1.09,1.81,"Verlander, Justin"
X,0.31,2.94,"Verlander, Justin"
X,-0.46,2.16,"Verlander, Justin"
S,-0.6,3.11,"Verlander, Justin"
X,-0.28,1.49,"Verlander, Justin"
